contig	window_start	window_end	window_size	total_bases_mapped	read_depth
NODE_1295_length_22812_cov_29.950663	5000	6000	1000	215351	215
NODE_1295_length_22812_cov_29.950663	6000	7000	1000	214386	214
NODE_1295_length_22812_cov_29.950663	7000	8000	1000	203725	204
NODE_1295_length_22812_cov_29.950663	8000	9000	1000	216326	216
NODE_1295_length_22812_cov_29.950663	9000	10000	1000	221554	222
NODE_1295_length_22812_cov_29.950663	10000	11000	1000	213378	213
NODE_1295_length_22812_cov_29.950663	11000	12000	1000	222832	223
NODE_1295_length_22812_cov_29.950663	12000	13000	1000	227697	228
NODE_1295_length_22812_cov_29.950663	13000	14000	1000	233001	233
NODE_1295_length_22812_cov_29.950663	14000	15000	1000	204238	204
NODE_1295_length_22812_cov_29.950663	15000	16000	1000	209917	210
NODE_1295_length_22812_cov_29.950663	16000	17000	1000	207545	208
NODE_1295_length_22812_cov_29.950663	17000	18000	1000	212295	212
NODE_1295_length_22812_cov_29.950663	18000	19000	1000	218794	219
NODE_1295_length_22812_cov_29.950663	19000	20000	1000	220175	220
NODE_1295_length_22812_cov_29.950663	20000	21000	1000	242292	242
NODE_1295_length_22812_cov_29.950663	21000	22000	1000	194754	195
NODE_1295_length_22812_cov_29.950663	22000	22812	812	163331	201
NODE_1296_length_22810_cov_30.972069	0	1000	1000	212614	213
NODE_1296_length_22810_cov_30.972069	1000	2000	1000	221708	222
NODE_1296_length_22810_cov_30.972069	2000	3000	1000	212492	212
NODE_1296_length_22810_cov_30.972069	3000	4000	1000	189659	190
NODE_1296_length_22810_cov_30.972069	4000	5000	1000	209230	209
NODE_1296_length_22810_cov_30.972069	5000	6000	1000	211561	212
NODE_1296_length_22810_cov_30.972069	6000	7000	1000	211782	212
NODE_1296_length_22810_cov_30.972069	7000	8000	1000	176538	177
NODE_1296_length_22810_cov_30.972069	8000	9000	1000	204434	204
NODE_1296_length_22810_cov_30.972069	9000	10000	1000	208449	208
NODE_1296_length_22810_cov_30.972069	10000	11000	1000	278665	279
NODE_1296_length_22810_cov_30.972069	11000	12000	1000	280940	281
NODE_1296_length_22810_cov_30.972069	12000	13000	1000	282739	283
NODE_1296_length_22810_cov_30.972069	13000	14000	1000	211171	211
NODE_1296_length_22810_cov_30.972069	14000	15000	1000	204842	205
NODE_1296_length_22810_cov_30.972069	15000	16000	1000	201217	201
NODE_1296_length_22810_cov_30.972069	16000	17000	1000	213458	213
NODE_1296_length_22810_cov_30.972069	17000	18000	1000	218763	219
NODE_1296_length_22810_cov_30.972069	18000	19000	1000	197039	197
NODE_1296_length_22810_cov_30.972069	19000	20000	1000	206595	207
NODE_1296_length_22810_cov_30.972069	20000	21000	1000	209063	209
NODE_1296_length_22810_cov_30.972069	21000	22000	1000	244527	245
NODE_1296_length_22810_cov_30.972069	22000	22810	810	473967	585
NODE_1304_length_22725_cov_28.863580	0	1000	1000	214398	214
NODE_1304_length_22725_cov_28.863580	1000	2000	1000	211349	211
NODE_1304_length_22725_cov_28.863580	2000	3000	1000	213156	213
NODE_1304_length_22725_cov_28.863580	3000	4000	1000	228360	228
NODE_1304_length_22725_cov_28.863580	4000	5000	1000	201113	201
NODE_1304_length_22725_cov_28.863580	5000	6000	1000	242431	242
NODE_1304_length_22725_cov_28.863580	6000	7000	1000	214606	215
NODE_1304_length_22725_cov_28.863580	7000	8000	1000	196383	196
NODE_1304_length_22725_cov_28.863580	8000	9000	1000	215734	216
NODE_1304_length_22725_cov_28.863580	9000	10000	1000	203042	203
NODE_1304_length_22725_cov_28.863580	10000	11000	1000	191848	192
NODE_1304_length_22725_cov_28.863580	11000	12000	1000	193735	194
NODE_1304_length_22725_cov_28.863580	12000	13000	1000	207998	208
NODE_1304_length_22725_cov_28.863580	13000	14000	1000	197472	197
NODE_1304_length_22725_cov_28.863580	14000	15000	1000	201650	202
NODE_1304_length_22725_cov_28.863580	15000	16000	1000	209690	210
NODE_1304_length_22725_cov_28.863580	16000	17000	1000	205067	205
NODE_1304_length_22725_cov_28.863580	17000	18000	1000	204032	204
NODE_1304_length_22725_cov_28.863580	18000	19000	1000	218046	218
NODE_1304_length_22725_cov_28.863580	19000	20000	1000	221241	221
NODE_1304_length_22725_cov_28.863580	20000	21000	1000	217502	218
NODE_1304_length_22725_cov_28.863580	21000	22000	1000	214010	214
NODE_1304_length_22725_cov_28.863580	22000	22725	725	151487	209
NODE_130_length_121517_cov_29.901496	0	1000	1000	205147	205
NODE_130_length_121517_cov_29.901496	1000	2000	1000	205638	206
NODE_130_length_121517_cov_29.901496	2000	3000	1000	218302	218
NODE_130_length_121517_cov_29.901496	3000	4000	1000	216500	217
NODE_130_length_121517_cov_29.901496	4000	5000	1000	229035	229
NODE_130_length_121517_cov_29.901496	5000	6000	1000	212439	212
NODE_130_length_121517_cov_29.901496	6000	7000	1000	199009	199
NODE_130_length_121517_cov_29.901496	7000	8000	1000	193826	194
NODE_130_length_121517_cov_29.901496	8000	9000	1000	228391	228
NODE_130_length_121517_cov_29.901496	9000	10000	1000	219142	219
NODE_130_length_121517_cov_29.901496	10000	11000	1000	219533	220
NODE_130_length_121517_cov_29.901496	11000	12000	1000	215799	216
NODE_130_length_121517_cov_29.901496	12000	13000	1000	211228	211
NODE_130_length_121517_cov_29.901496	13000	14000	1000	219483	219
NODE_130_length_121517_cov_29.901496	14000	15000	1000	220236	220
NODE_130_length_121517_cov_29.901496	15000	16000	1000	206018	206
NODE_130_length_121517_cov_29.901496	16000	17000	1000	199698	200
NODE_130_length_121517_cov_29.901496	17000	18000	1000	232974	233
NODE_130_length_121517_cov_29.901496	18000	19000	1000	226243	226
NODE_130_length_121517_cov_29.901496	19000	20000	1000	218531	219
NODE_130_length_121517_cov_29.901496	20000	21000	1000	238865	239
NODE_130_length_121517_cov_29.901496	21000	22000	1000	235825	236
NODE_130_length_121517_cov_29.901496	22000	23000	1000	220599	221
NODE_130_length_121517_cov_29.901496	23000	24000	1000	217204	217
NODE_130_length_121517_cov_29.901496	24000	25000	1000	209073	209
NODE_130_length_121517_cov_29.901496	25000	26000	1000	221797	222
NODE_130_length_121517_cov_29.901496	26000	27000	1000	218020	218
NODE_130_length_121517_cov_29.901496	27000	28000	1000	208744	209
NODE_130_length_121517_cov_29.901496	28000	29000	1000	222099	222
NODE_130_length_121517_cov_29.901496	29000	30000	1000	219573	220
NODE_130_length_121517_cov_29.901496	30000	31000	1000	217724	218
NODE_130_length_121517_cov_29.901496	31000	32000	1000	205967	206
NODE_130_length_121517_cov_29.901496	32000	33000	1000	226139	226
NODE_130_length_121517_cov_29.901496	33000	34000	1000	225535	226
NODE_130_length_121517_cov_29.901496	34000	35000	1000	236400	236
NODE_130_length_121517_cov_29.901496	35000	36000	1000	231002	231
NODE_130_length_121517_cov_29.901496	36000	37000	1000	211495	211
NODE_130_length_121517_cov_29.901496	37000	38000	1000	211080	211
NODE_130_length_121517_cov_29.901496	38000	39000	1000	223111	223
NODE_130_length_121517_cov_29.901496	39000	40000	1000	211387	211
NODE_130_length_121517_cov_29.901496	40000	41000	1000	225089	225
NODE_130_length_121517_cov_29.901496	41000	42000	1000	211938	212
NODE_130_length_121517_cov_29.901496	42000	43000	1000	207534	208
NODE_130_length_121517_cov_29.901496	43000	44000	1000	200649	201
NODE_130_length_121517_cov_29.901496	44000	45000	1000	194439	194
NODE_130_length_121517_cov_29.901496	45000	46000	1000	216542	217
NODE_130_length_121517_cov_29.901496	46000	47000	1000	199252	199
NODE_130_length_121517_cov_29.901496	47000	48000	1000	211212	211
NODE_130_length_121517_cov_29.901496	48000	49000	1000	212403	212
NODE_130_length_121517_cov_29.901496	49000	50000	1000	201685	202
NODE_130_length_121517_cov_29.901496	50000	51000	1000	203064	203
NODE_130_length_121517_cov_29.901496	51000	52000	1000	195883	196
NODE_130_length_121517_cov_29.901496	52000	53000	1000	211696	212
NODE_130_length_121517_cov_29.901496	53000	54000	1000	202661	203
NODE_130_length_121517_cov_29.901496	54000	55000	1000	214835	215
NODE_130_length_121517_cov_29.901496	55000	56000	1000	199511	200
NODE_130_length_121517_cov_29.901496	56000	57000	1000	207310	207
NODE_130_length_121517_cov_29.901496	57000	58000	1000	198205	198
NODE_130_length_121517_cov_29.901496	58000	59000	1000	213418	213
NODE_130_length_121517_cov_29.901496	59000	60000	1000	218268	218
NODE_130_length_121517_cov_29.901496	60000	61000	1000	214639	215
NODE_130_length_121517_cov_29.901496	61000	62000	1000	214143	214
NODE_130_length_121517_cov_29.901496	62000	63000	1000	219051	219
NODE_130_length_121517_cov_29.901496	63000	64000	1000	200271	200
NODE_130_length_121517_cov_29.901496	64000	65000	1000	209379	209
NODE_130_length_121517_cov_29.901496	65000	66000	1000	223830	224
NODE_130_length_121517_cov_29.901496	66000	67000	1000	203706	204
NODE_130_length_121517_cov_29.901496	67000	68000	1000	196319	196
NODE_130_length_121517_cov_29.901496	68000	69000	1000	218116	218
NODE_130_length_121517_cov_29.901496	69000	70000	1000	194065	194
NODE_130_length_121517_cov_29.901496	70000	71000	1000	206862	207
NODE_130_length_121517_cov_29.901496	71000	72000	1000	206905	207
NODE_130_length_121517_cov_29.901496	72000	73000	1000	216703	217
NODE_130_length_121517_cov_29.901496	73000	74000	1000	229816	230
NODE_130_length_121517_cov_29.901496	74000	75000	1000	209798	210
NODE_130_length_121517_cov_29.901496	75000	76000	1000	218851	219
NODE_130_length_121517_cov_29.901496	76000	77000	1000	224804	225
NODE_130_length_121517_cov_29.901496	77000	78000	1000	220849	221
NODE_130_length_121517_cov_29.901496	78000	79000	1000	220158	220
NODE_130_length_121517_cov_29.901496	79000	80000	1000	212042	212
NODE_130_length_121517_cov_29.901496	80000	81000	1000	215881	216
NODE_130_length_121517_cov_29.901496	81000	82000	1000	216964	217
NODE_130_length_121517_cov_29.901496	82000	83000	1000	211908	212
NODE_130_length_121517_cov_29.901496	83000	84000	1000	214211	214
NODE_130_length_121517_cov_29.901496	84000	85000	1000	198531	199
NODE_130_length_121517_cov_29.901496	85000	86000	1000	212837	213
NODE_130_length_121517_cov_29.901496	86000	87000	1000	227561	228
NODE_130_length_121517_cov_29.901496	87000	88000	1000	215292	215
NODE_130_length_121517_cov_29.901496	88000	89000	1000	198674	199
NODE_130_length_121517_cov_29.901496	89000	90000	1000	230903	231
NODE_130_length_121517_cov_29.901496	90000	91000	1000	209746	210
NODE_130_length_121517_cov_29.901496	91000	92000	1000	214665	215
NODE_130_length_121517_cov_29.901496	92000	93000	1000	206339	206
NODE_130_length_121517_cov_29.901496	93000	94000	1000	216013	216
NODE_130_length_121517_cov_29.901496	94000	95000	1000	217504	218
NODE_130_length_121517_cov_29.901496	95000	96000	1000	202504	203
NODE_130_length_121517_cov_29.901496	96000	97000	1000	197827	198
NODE_130_length_121517_cov_29.901496	97000	98000	1000	223678	224
NODE_130_length_121517_cov_29.901496	98000	99000	1000	213913	214
NODE_130_length_121517_cov_29.901496	99000	100000	1000	189163	189
NODE_130_length_121517_cov_29.901496	100000	101000	1000	191693	192
NODE_130_length_121517_cov_29.901496	101000	102000	1000	234907	235
NODE_130_length_121517_cov_29.901496	102000	103000	1000	210290	210
NODE_130_length_121517_cov_29.901496	103000	104000	1000	209254	209
NODE_130_length_121517_cov_29.901496	104000	105000	1000	217341	217
NODE_130_length_121517_cov_29.901496	105000	106000	1000	210473	210
NODE_130_length_121517_cov_29.901496	106000	107000	1000	196426	196
NODE_130_length_121517_cov_29.901496	107000	108000	1000	213920	214
NODE_130_length_121517_cov_29.901496	108000	109000	1000	200880	201
NODE_130_length_121517_cov_29.901496	109000	110000	1000	205632	206
NODE_130_length_121517_cov_29.901496	110000	111000	1000	219806	220
NODE_130_length_121517_cov_29.901496	111000	112000	1000	233447	233
NODE_130_length_121517_cov_29.901496	112000	113000	1000	236993	237
NODE_130_length_121517_cov_29.901496	113000	114000	1000	220205	220
NODE_130_length_121517_cov_29.901496	114000	115000	1000	201255	201
NODE_130_length_121517_cov_29.901496	115000	116000	1000	215423	215
NODE_130_length_121517_cov_29.901496	116000	117000	1000	213371	213
NODE_130_length_121517_cov_29.901496	117000	118000	1000	204710	205
NODE_130_length_121517_cov_29.901496	118000	119000	1000	195106	195
NODE_130_length_121517_cov_29.901496	119000	120000	1000	203161	203
NODE_130_length_121517_cov_29.901496	120000	121000	1000	200246	200
NODE_130_length_121517_cov_29.901496	121000	121517	517	95539	185
NODE_1319_length_22569_cov_29.855107	0	1000	1000	212234	212
NODE_1319_length_22569_cov_29.855107	1000	2000	1000	195928	196
NODE_1319_length_22569_cov_29.855107	2000	3000	1000	217672	218
NODE_1319_length_22569_cov_29.855107	3000	4000	1000	210602	211
NODE_1319_length_22569_cov_29.855107	4000	5000	1000	208038	208
NODE_1319_length_22569_cov_29.855107	5000	6000	1000	231707	232
NODE_1319_length_22569_cov_29.855107	6000	7000	1000	196436	196
NODE_1319_length_22569_cov_29.855107	7000	8000	1000	191552	192
NODE_1319_length_22569_cov_29.855107	8000	9000	1000	195093	195
NODE_1319_length_22569_cov_29.855107	9000	10000	1000	214543	215
NODE_1319_length_22569_cov_29.855107	10000	11000	1000	216120	216
NODE_1319_length_22569_cov_29.855107	11000	12000	1000	222078	222
NODE_1319_length_22569_cov_29.855107	12000	13000	1000	219046	219
NODE_1319_length_22569_cov_29.855107	13000	14000	1000	211250	211
NODE_1319_length_22569_cov_29.855107	14000	15000	1000	168936	169
NODE_1319_length_22569_cov_29.855107	15000	16000	1000	210267	210
NODE_1319_length_22569_cov_29.855107	16000	17000	1000	206756	207
NODE_1319_length_22569_cov_29.855107	17000	18000	1000	219622	220
NODE_1319_length_22569_cov_29.855107	18000	19000	1000	238421	238
NODE_1319_length_22569_cov_29.855107	19000	20000	1000	250584	251
NODE_1319_length_22569_cov_29.855107	20000	21000	1000	255743	256
NODE_1319_length_22569_cov_29.855107	21000	22000	1000	228309	228
NODE_1319_length_22569_cov_29.855107	22000	22569	569	139712	246
NODE_131_length_121074_cov_29.847970	0	1000	1000	228789	229
NODE_131_length_121074_cov_29.847970	1000	2000	1000	220430	220
NODE_131_length_121074_cov_29.847970	2000	3000	1000	217844	218
NODE_131_length_121074_cov_29.847970	3000	4000	1000	213859	214
NODE_131_length_121074_cov_29.847970	4000	5000	1000	209107	209
NODE_131_length_121074_cov_29.847970	5000	6000	1000	209392	209
NODE_131_length_121074_cov_29.847970	6000	7000	1000	225563	226
NODE_131_length_121074_cov_29.847970	7000	8000	1000	207752	208
NODE_131_length_121074_cov_29.847970	8000	9000	1000	217731	218
NODE_131_length_121074_cov_29.847970	9000	10000	1000	219939	220
NODE_131_length_121074_cov_29.847970	10000	11000	1000	217588	218
NODE_131_length_121074_cov_29.847970	11000	12000	1000	208076	208
NODE_131_length_121074_cov_29.847970	12000	13000	1000	205069	205
NODE_131_length_121074_cov_29.847970	13000	14000	1000	214508	215
NODE_131_length_121074_cov_29.847970	14000	15000	1000	205900	206
NODE_131_length_121074_cov_29.847970	15000	16000	1000	198992	199
NODE_131_length_121074_cov_29.847970	16000	17000	1000	204841	205
NODE_131_length_121074_cov_29.847970	17000	18000	1000	205232	205
NODE_131_length_121074_cov_29.847970	18000	19000	1000	215092	215
NODE_131_length_121074_cov_29.847970	19000	20000	1000	219358	219
NODE_131_length_121074_cov_29.847970	20000	21000	1000	199529	200
NODE_131_length_121074_cov_29.847970	21000	22000	1000	214641	215
NODE_131_length_121074_cov_29.847970	22000	23000	1000	218961	219
NODE_131_length_121074_cov_29.847970	23000	24000	1000	225454	225
NODE_131_length_121074_cov_29.847970	24000	25000	1000	214956	215
NODE_131_length_121074_cov_29.847970	25000	26000	1000	212994	213
NODE_131_length_121074_cov_29.847970	26000	27000	1000	223419	223
NODE_131_length_121074_cov_29.847970	27000	28000	1000	215387	215
NODE_131_length_121074_cov_29.847970	28000	29000	1000	216779	217
NODE_131_length_121074_cov_29.847970	29000	30000	1000	222996	223
NODE_131_length_121074_cov_29.847970	30000	31000	1000	212843	213
NODE_131_length_121074_cov_29.847970	31000	32000	1000	198449	198
NODE_131_length_121074_cov_29.847970	32000	33000	1000	227430	227
NODE_131_length_121074_cov_29.847970	33000	34000	1000	242064	242
NODE_131_length_121074_cov_29.847970	34000	35000	1000	210293	210
NODE_131_length_121074_cov_29.847970	35000	36000	1000	221105	221
NODE_131_length_121074_cov_29.847970	36000	37000	1000	216180	216
NODE_131_length_121074_cov_29.847970	37000	38000	1000	214372	214
NODE_131_length_121074_cov_29.847970	38000	39000	1000	189580	190
NODE_131_length_121074_cov_29.847970	39000	40000	1000	195764	196
NODE_131_length_121074_cov_29.847970	40000	41000	1000	199330	199
NODE_131_length_121074_cov_29.847970	41000	42000	1000	209399	209
NODE_131_length_121074_cov_29.847970	42000	43000	1000	217003	217
NODE_131_length_121074_cov_29.847970	43000	44000	1000	203638	204
NODE_131_length_121074_cov_29.847970	44000	45000	1000	202068	202
NODE_131_length_121074_cov_29.847970	45000	46000	1000	221313	221
NODE_131_length_121074_cov_29.847970	46000	47000	1000	209400	209
NODE_131_length_121074_cov_29.847970	47000	48000	1000	210836	211
NODE_131_length_121074_cov_29.847970	48000	49000	1000	217554	218
NODE_131_length_121074_cov_29.847970	49000	50000	1000	214404	214
NODE_131_length_121074_cov_29.847970	50000	51000	1000	212026	212
NODE_131_length_121074_cov_29.847970	51000	52000	1000	209998	210
NODE_131_length_121074_cov_29.847970	52000	53000	1000	211749	212
NODE_131_length_121074_cov_29.847970	53000	54000	1000	214534	215
NODE_131_length_121074_cov_29.847970	54000	55000	1000	205962	206
NODE_131_length_121074_cov_29.847970	55000	56000	1000	222441	222
NODE_131_length_121074_cov_29.847970	56000	57000	1000	224163	224
NODE_131_length_121074_cov_29.847970	57000	58000	1000	254740	255
NODE_131_length_121074_cov_29.847970	58000	59000	1000	244152	244
NODE_131_length_121074_cov_29.847970	59000	60000	1000	248978	249
NODE_131_length_121074_cov_29.847970	60000	61000	1000	219388	219
NODE_131_length_121074_cov_29.847970	61000	62000	1000	221523	222
NODE_131_length_121074_cov_29.847970	62000	63000	1000	207912	208
NODE_131_length_121074_cov_29.847970	63000	64000	1000	179610	180
NODE_131_length_121074_cov_29.847970	64000	65000	1000	222449	222
NODE_131_length_121074_cov_29.847970	65000	66000	1000	193814	194
NODE_131_length_121074_cov_29.847970	66000	67000	1000	202178	202
NODE_131_length_121074_cov_29.847970	67000	68000	1000	217725	218
NODE_131_length_121074_cov_29.847970	68000	69000	1000	221455	221
NODE_131_length_121074_cov_29.847970	69000	70000	1000	185354	185
NODE_131_length_121074_cov_29.847970	70000	71000	1000	190366	190
NODE_131_length_121074_cov_29.847970	71000	72000	1000	202129	202
NODE_131_length_121074_cov_29.847970	72000	73000	1000	220095	220
NODE_131_length_121074_cov_29.847970	73000	74000	1000	194113	194
NODE_131_length_121074_cov_29.847970	74000	75000	1000	242654	243
NODE_131_length_121074_cov_29.847970	75000	76000	1000	256901	257
NODE_131_length_121074_cov_29.847970	76000	77000	1000	207407	207
NODE_131_length_121074_cov_29.847970	77000	78000	1000	211942	212
NODE_131_length_121074_cov_29.847970	78000	79000	1000	207598	208
NODE_131_length_121074_cov_29.847970	79000	80000	1000	200748	201
NODE_131_length_121074_cov_29.847970	80000	81000	1000	174934	175
NODE_131_length_121074_cov_29.847970	81000	82000	1000	214236	214
NODE_131_length_121074_cov_29.847970	82000	83000	1000	205906	206
NODE_131_length_121074_cov_29.847970	83000	84000	1000	219753	220
NODE_131_length_121074_cov_29.847970	84000	85000	1000	208613	209
NODE_131_length_121074_cov_29.847970	85000	86000	1000	183539	184
NODE_131_length_121074_cov_29.847970	86000	87000	1000	214999	215
NODE_131_length_121074_cov_29.847970	87000	88000	1000	207994	208
NODE_131_length_121074_cov_29.847970	88000	89000	1000	199665	200
NODE_131_length_121074_cov_29.847970	89000	90000	1000	207474	207
NODE_131_length_121074_cov_29.847970	90000	91000	1000	157892	158
NODE_131_length_121074_cov_29.847970	91000	92000	1000	204841	205
NODE_131_length_121074_cov_29.847970	92000	93000	1000	226226	226
NODE_131_length_121074_cov_29.847970	93000	94000	1000	209430	209
NODE_131_length_121074_cov_29.847970	94000	95000	1000	218198	218
NODE_131_length_121074_cov_29.847970	95000	96000	1000	209746	210
NODE_131_length_121074_cov_29.847970	96000	97000	1000	214661	215
NODE_131_length_121074_cov_29.847970	97000	98000	1000	210785	211
NODE_131_length_121074_cov_29.847970	98000	99000	1000	202158	202
NODE_131_length_121074_cov_29.847970	99000	100000	1000	202056	202
NODE_131_length_121074_cov_29.847970	100000	101000	1000	225447	225
NODE_131_length_121074_cov_29.847970	101000	102000	1000	229566	230
NODE_131_length_121074_cov_29.847970	102000	103000	1000	221413	221
NODE_131_length_121074_cov_29.847970	103000	104000	1000	208323	208
NODE_131_length_121074_cov_29.847970	104000	105000	1000	212443	212
NODE_131_length_121074_cov_29.847970	105000	106000	1000	249585	250
NODE_131_length_121074_cov_29.847970	106000	107000	1000	231588	232
NODE_131_length_121074_cov_29.847970	107000	108000	1000	218687	219
NODE_131_length_121074_cov_29.847970	108000	109000	1000	213405	213
NODE_131_length_121074_cov_29.847970	109000	110000	1000	242118	242
NODE_131_length_121074_cov_29.847970	110000	111000	1000	209821	210
NODE_131_length_121074_cov_29.847970	111000	112000	1000	211715	212
NODE_131_length_121074_cov_29.847970	112000	113000	1000	203926	204
NODE_131_length_121074_cov_29.847970	113000	114000	1000	205132	205
NODE_131_length_121074_cov_29.847970	114000	115000	1000	196633	197
NODE_131_length_121074_cov_29.847970	115000	116000	1000	233288	233
NODE_131_length_121074_cov_29.847970	116000	117000	1000	242977	243
NODE_131_length_121074_cov_29.847970	117000	118000	1000	229122	229
NODE_131_length_121074_cov_29.847970	118000	119000	1000	189037	189
NODE_131_length_121074_cov_29.847970	119000	120000	1000	217200	217
NODE_131_length_121074_cov_29.847970	120000	121000	1000	195185	195
NODE_131_length_121074_cov_29.847970	121000	121074	74	4461	60
NODE_1333_length_22377_cov_30.395042	0	1000	1000	323556	324
NODE_1333_length_22377_cov_30.395042	1000	2000	1000	203283	203
NODE_1333_length_22377_cov_30.395042	2000	3000	1000	210966	211
NODE_1333_length_22377_cov_30.395042	3000	4000	1000	224046	224
NODE_1333_length_22377_cov_30.395042	4000	5000	1000	209374	209
NODE_1333_length_22377_cov_30.395042	5000	6000	1000	204176	204
NODE_1333_length_22377_cov_30.395042	6000	7000	1000	212773	213
NODE_1333_length_22377_cov_30.395042	7000	8000	1000	196944	197
NODE_1333_length_22377_cov_30.395042	8000	9000	1000	189291	189
NODE_1333_length_22377_cov_30.395042	9000	10000	1000	196136	196
NODE_1333_length_22377_cov_30.395042	10000	11000	1000	209858	210
NODE_1333_length_22377_cov_30.395042	11000	12000	1000	218937	219
NODE_1333_length_22377_cov_30.395042	12000	13000	1000	233505	234
NODE_1333_length_22377_cov_30.395042	13000	14000	1000	192573	193
NODE_1333_length_22377_cov_30.395042	14000	15000	1000	204166	204
NODE_1333_length_22377_cov_30.395042	15000	16000	1000	227829	228
NODE_1333_length_22377_cov_30.395042	16000	17000	1000	200048	200
NODE_1333_length_22377_cov_30.395042	17000	18000	1000	207095	207
NODE_1333_length_22377_cov_30.395042	18000	19000	1000	201569	202
NODE_1333_length_22377_cov_30.395042	19000	20000	1000	219933	220
NODE_1333_length_22377_cov_30.395042	20000	21000	1000	221884	222
NODE_1333_length_22377_cov_30.395042	21000	22000	1000	214384	214
NODE_1333_length_22377_cov_30.395042	22000	22377	377	76407	203
NODE_1337_length_22349_cov_29.637153	0	1000	1000	202913	203
NODE_1337_length_22349_cov_29.637153	1000	2000	1000	192850	193
NODE_1337_length_22349_cov_29.637153	2000	3000	1000	199021	199
NODE_1337_length_22349_cov_29.637153	3000	4000	1000	222797	223
NODE_1337_length_22349_cov_29.637153	4000	5000	1000	169478	169
NODE_1337_length_22349_cov_29.637153	5000	6000	1000	220475	220
NODE_1337_length_22349_cov_29.637153	6000	7000	1000	200643	201
NODE_1337_length_22349_cov_29.637153	7000	8000	1000	221928	222
NODE_1337_length_22349_cov_29.637153	8000	9000	1000	233401	233
NODE_1337_length_22349_cov_29.637153	9000	10000	1000	216824	217
NODE_1337_length_22349_cov_29.637153	10000	11000	1000	222573	223
NODE_1337_length_22349_cov_29.637153	11000	12000	1000	195249	195
NODE_1337_length_22349_cov_29.637153	12000	13000	1000	215173	215
NODE_1337_length_22349_cov_29.637153	13000	14000	1000	228817	229
NODE_1337_length_22349_cov_29.637153	14000	15000	1000	217763	218
NODE_1337_length_22349_cov_29.637153	15000	16000	1000	202803	203
NODE_1337_length_22349_cov_29.637153	16000	17000	1000	228728	229
NODE_1337_length_22349_cov_29.637153	17000	18000	1000	229361	229
NODE_1337_length_22349_cov_29.637153	18000	19000	1000	225609	226
NODE_1337_length_22349_cov_29.637153	19000	20000	1000	215226	215
NODE_1337_length_22349_cov_29.637153	20000	21000	1000	188084	188
NODE_1337_length_22349_cov_29.637153	21000	22000	1000	197423	197
NODE_1337_length_22349_cov_29.637153	22000	22349	349	66163	190
NODE_133_length_119589_cov_30.456477	0	1000	1000	217990	218
NODE_133_length_119589_cov_30.456477	1000	2000	1000	219582	220
NODE_133_length_119589_cov_30.456477	2000	3000	1000	205639	206
NODE_133_length_119589_cov_30.456477	3000	4000	1000	215582	216
NODE_133_length_119589_cov_30.456477	4000	5000	1000	192579	193
NODE_133_length_119589_cov_30.456477	5000	6000	1000	210289	210
NODE_133_length_119589_cov_30.456477	6000	7000	1000	217642	218
NODE_133_length_119589_cov_30.456477	7000	8000	1000	207249	207
NODE_133_length_119589_cov_30.456477	8000	9000	1000	210905	211
NODE_133_length_119589_cov_30.456477	9000	10000	1000	208817	209
NODE_133_length_119589_cov_30.456477	10000	11000	1000	219926	220
NODE_133_length_119589_cov_30.456477	11000	12000	1000	213255	213
NODE_133_length_119589_cov_30.456477	12000	13000	1000	226481	226
NODE_133_length_119589_cov_30.456477	13000	14000	1000	213062	213
NODE_133_length_119589_cov_30.456477	14000	15000	1000	217529	218
NODE_133_length_119589_cov_30.456477	15000	16000	1000	220907	221
NODE_133_length_119589_cov_30.456477	16000	17000	1000	224709	225
NODE_133_length_119589_cov_30.456477	17000	18000	1000	212332	212
NODE_133_length_119589_cov_30.456477	18000	19000	1000	219262	219
NODE_133_length_119589_cov_30.456477	19000	20000	1000	216083	216
NODE_133_length_119589_cov_30.456477	20000	21000	1000	213052	213
NODE_133_length_119589_cov_30.456477	21000	22000	1000	224694	225
NODE_133_length_119589_cov_30.456477	22000	23000	1000	207472	207
NODE_133_length_119589_cov_30.456477	23000	24000	1000	200803	201
NODE_133_length_119589_cov_30.456477	24000	25000	1000	236042	236
NODE_133_length_119589_cov_30.456477	25000	26000	1000	219799	220
NODE_133_length_119589_cov_30.456477	26000	27000	1000	238674	239
NODE_133_length_119589_cov_30.456477	27000	28000	1000	221956	222
NODE_133_length_119589_cov_30.456477	28000	29000	1000	211260	211
NODE_133_length_119589_cov_30.456477	29000	30000	1000	208874	209
NODE_133_length_119589_cov_30.456477	30000	31000	1000	207903	208
NODE_133_length_119589_cov_30.456477	31000	32000	1000	220501	221
NODE_133_length_119589_cov_30.456477	32000	33000	1000	206854	207
NODE_133_length_119589_cov_30.456477	33000	34000	1000	214202	214
NODE_133_length_119589_cov_30.456477	34000	35000	1000	217073	217
NODE_133_length_119589_cov_30.456477	35000	36000	1000	204684	205
NODE_133_length_119589_cov_30.456477	36000	37000	1000	223667	224
NODE_133_length_119589_cov_30.456477	37000	38000	1000	213475	213
NODE_133_length_119589_cov_30.456477	38000	39000	1000	199986	200
NODE_133_length_119589_cov_30.456477	39000	40000	1000	201730	202
NODE_133_length_119589_cov_30.456477	40000	41000	1000	197717	198
NODE_133_length_119589_cov_30.456477	41000	42000	1000	228328	228
